,MUSE-SBSA,MUSE-SBSB,MUSE-SBSC,MUSE-SBSD,MUSE-SBSE
83,0.045032937,0.073442265,0.029698556,0.019972071,0.11412604
84,0.006935312,0.011160193,0.016368171,0.0119454395,0.0017377014
85,0.0027981873,0.007316229,0.0042434903,0.0053521455,0.0011588344
86,0.0023854852,0.007634584,0.0016795229,0.0068006455,0.00066585245
87,0.00572314,0.01190407,0.009020405,0.011337053,0.002543515
88,0.0036554548,0.02643542,0.010693003,0.025229577,0.002623264
89,0.0031101743,0.0147399185,0.009143546,0.005702387,0.0007604185
90,0.0015490424,0.015461093,0.0087595945,0.009619529,0.0017516654
91,0.0063733123,0.022161987,0.011735022,0.015052544,0.002101057
92,0.001786192,0.014711293,0.002820805,0.0035889528,0.0006513226
93,0.0008874197,0.008706675,0.0029050042,0.0012281748,0.00039612874
94,0.0015009964,0.0102562215,0.0034568743,0.0043433076,0.0007648583
95,0.004174662,0.031150337,0.012390392,0.004165938,0.0018380147
